workerid	completion	condition	item	sentence1	slide_number
26	won the race took home the trophy and the prize money.	sub_ext_RC	5_sub_ext_RC	The jockey who	11
26	was paying to vote against the pledge was found to be untrue. 	SC_RC	CRITICAL_1	The story that the conservative senator who the diplomat	12
26	rats were found in the river.	filler	filler_16	Four score and seven	13
26	was relying on to take him to his hotel had actually got lost made everyone nervous. 	SC_RC	CRITICAL_11	The fact that the taxi driver who the tourist	14
26	dogs all seemed to like was on annual leave on the day of our appointment.	obj_ext_RC	1_obj_ext_RC	The veterinarian who the	15
26	had discovered during a routine home visit was of great importance to national security. 	SC_RC	CRITICAL_4	The disclosure that the violent extremist who the agent	16
26	doesn't use their vote wisely may live to regret it.  	sub_ext_RC	2_sub_ext_RC	The voter who	17
26	had previously lost their voice was a struggle to reach on their vocal cords. 	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	18
26	was an introvert, really enjoyed living alone in the woods. 	sub_ext_RC	4_sub_ext_RC	The ranger who	19
26	had caught was actually connect to a string of unsolved murders was a revelation. 	SC_RC	CRITICAL_6	The realization that the alleged criminal who the officer	20
26	are great activities throughout Summer.	filler	filler_5	Outdoor games and picnics	21
26	was acting alongside in the movie was being paid twice her fee was disheartening yet unsurprising.	SC_RC	CRITICAL_5	The confirmation that the leading man who the starlet	22
26	dog I will be a very happy dog mother. 	filler	filler_3	If I ever get another	23
26	had paid thousands to promote their business was actually any good was shortsighted. 	SC_RC	CRITICAL_8	The assumption that the marketing whiz who the artist	24
26	a child is born into poverty. 	filler	filler_14	Every 20 minutes in the US a	25
26	asked what are the specials today was very rude.	RC_RC_an	3_RC_RC_an	The waiter who the customer who	26
26	employed for the job was actually a Russian spy is a long running conspiracy theory.	SC_RC	CRITICAL_10	The belief that the military commander who the president	27
26	had called the police on for being too loud was unfounded. 	SC_RC	CRITICAL_0	The report that the odd neighbor who the woman	29
26	winning the national choir competition. 	filler	filler_34	The choir made a lot of noise in the back of the bus after	30
26	research and plan the building of a new plane. 	filler	filler_24	The aviators gathered together at the library to	31
26	had fitted my brace, was a Parker pen given to them as a present from a celebrity client. 	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	32
26	had had an affair with their student, was getting ready to find out the truth.	RC_RC_an	1_RC_RC_an	The reporter who the professor who	33
26	waited for her husband to return home. 	filler	filler_29	She drummed her fingers against the table as she	34
26	had trusted into her home, was actually robbing her was extremely upsetting. 	SC_RC	CRITICAL_9	The inkling that the cunning trickster who the woman	35
26	tell her he had won the lottery.	filler	filler_40	The old man phoned his younger sister to	36
26	had given top grades to had been secretly bribing the professor were unfounded. 	SC_RC	CRITICAL_7	The assertion that the college student who the professor	37
26	firm had hired the previous day was being given their first case.	obj_ext_RC	4_obj_ext_RC	The paralegal who the	38
26	bookies had best odds on dropped out of the competition at the last minute. 	obj_ext_RC	5_obj_ext_RC	The bowler who the	39
26	bought 4 dogs despite Larissa being allergic to them.	filler	filler_12	Carl admitted to Larissa the he had	40
26	had their life to thank them for, was once scared of water was surprising. 	SC_RC	CRITICAL_3	The declaration that the courageous lifesaver who the swimmer	41
26	layers of clothing he had put on that mourning. 	filler	filler_35	The lumberjack sweated under the	42
27	moved out of the family home to be closer to the college.	filler	filler	The gardener's son won a scholarship, so he	4
27	his dreams so vividly, that he had to convince himself they hadn't actually happened.	filler	filler	When Frank woke up, he remembered	5
27	the idea of spending a lot of money on designer clothes, when she could achieve the same look for much less and contribute to her savings as well.	filler	filler	Annabelle was generally against	6
27	considered her options, waiting impatiently for the waitress to bring her coffee.	filler	filler_29	She drummed her fingers against the table as she	7
27	had met for the first time only recently was something of a recluse started to make sense after what she had witnessed.	SC_RC	CRITICAL_9	The inkling that the odd neighbor who the woman	8
27	had written a series of best sellers delivered, was something of a new direction for him.	RC_RC_inan	1_RC_RC_inan	The manuscript which the writer who	9
27	chance to travel to Europe, I will definitely visit Prague.	filler	filler_3	If I ever get another	10
27	had come to trust was thinking about retiring made the service that day feel bittersweet.	SC_RC	CRITICAL_11	The fact that the old preacher who the parishioners	11
27	forgotten to book the restaurant for his wife's birthday.	filler	filler_12	Carl admitted to Larissa the he had	12
27	rode the winning horse was wearing a blue and gold jacket.	sub_ext_RC	5_sub_ext_RC	The jockey who	13
27	examined after the incident was the daughter of a man on the FBI's most wanted list, made the situation even more complex.	SC_RC	CRITICAL_4	The disclosure that the frightened child who the medic	14
27	heat of the midday sun.	filler	filler_35	The lumberjack sweated under the	15
27	neighbour had recommended was currently on leave.	obj_ext_RC	1_obj_ext_RC	The veterinarian who the	16
27	their performance in the city's largest cathedral.	filler	filler_34	The choir made a lot of noise in the back of the bus after	17
27	the storm reached the farm.	filler	filler_27	The horses ran down the hill to the barn before	18
27	didn't really like any of the candidates, handed in a blank ballot paper.	sub_ext_RC	2_sub_ext_RC	The voter who	19
27	had come to see perform was also in a rock band made her seem even more intriguing.	SC_RC	CRITICAL_3	The declaration that the young violinist who the sponsors	20
27	was related to my best friend gave me had a picture of teeth on it.	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	21
27	want to meet up tomorrow, we could always postpone it until next week.	filler	filler_6	If you don't	22
27	witness spoke with suggested that we take a short break while she made some further enquiries about the case.	obj_ext_RC	4_obj_ext_RC	The paralegal who the	23
27	arrested was being set up seemed feasible.	SC_RC	CRITICAL_10	The belief that the alleged criminal who the officer	24
27	wish her a happy birthday.	filler	filler_40	The old man phoned his younger sister to	25
27	asked to be excused from jury duty knew from university, was acting on behalf of the defendant.	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	26
27	signalled to for help was very experienced was incorrect.	SC_RC	CRITICAL_8	The assumption that the courageous lifesaver who the swimmer	27
27	are popular with families during the summer holidays.	filler	filler_5	Outdoor games and picnics	28
27	had made a secret deal with was involved in fraud and corruption sent shockwaves through the party.	SC_RC	CRITICAL_0	The report that the savvy politician who the banker	29
27	research the history of the aeroplane that they would be restoring.	filler	filler_24	The aviators gathered together at the library to	30
27	club had banned, had been stealing equipment from the clubhouse.	obj_ext_RC	5_obj_ext_RC	The bowler who the	31
27	referred to as "Dreaded Dan" was living a double life made his story sound like something from a movie. 	SC_RC	CRITICAL_2	The admission that the suspected mobster who the media	32
27	was better known for his heavy metal style sang was a hit with the crowd.	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	33
27	made the complaint mentioned, was on his first day at the job.	RC_RC_an	3_RC_RC_an	The waiter who the customer who	34
27	recommended was in fact related to him, made the whole arrangement look very suspicious.	SC_RC	CRITICAL_5	The confirmation that the shady trader who the businessman	35
27	person dies from a drug overdose.	filler	filler_14	Every 20 minutes in the US a	36
27	years ago, my father was born in Brisbane.	filler	filler_16	Four score and seven	37
27	knew was about to resign made the situation seem stage managed.	SC_RC	CRITICAL_6	The realization that the military commander who the president	38
27	found the body of the woman in the forest was in shock.	sub_ext_RC	4_sub_ext_RC	The ranger who	39
27	was investigating should be locked up was unjust.	SC_RC	CRITICAL_7	The assertion that the violent extremist who the agent	40
27	had taught at the university for many years interviewed was worried about the funding of the institution after the budget cuts.	RC_RC_an	1_RC_RC_an	The reporter who the professor who	41
27	had become good friends with was of a romantic nature was incorrect.	SC_RC	CRITICAL_1	The story that the office clerk who the customer	42
28	was able to continue his education.	filler	filler	The gardener's son won a scholarship, so he	4
28	he had a meeting today.	filler	filler	When Frank woke up, he remembered	5
28	discussing politics with friends and family.	filler	filler	Annabelle was generally against	6
28	didn't like, had actually lost her teeth.	SC_RC	CRITICAL_2	The admission that the odd neighbor who the woman	7
28	was often forgetful, had lost earlier that day.	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	8
28	was the tallest of his work friends.	sub_ext_RC	5_sub_ext_RC	The jockey who	9
28	had thanked earlier, may not have been genuine.	SC_RC	CRITICAL_9	The inkling that the courageous lifesaver who the swimmer	10
28	like it, move on.	filler	filler_6	If you don't	11
28	he had been referred to, wasn't sure what to do.	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	12
28	had appointed, was capable of teaching his maths class.	SC_RC	CRITICAL_8	The assumption that the school principal who the teacher	13
28	had five number one hits in 2010, was used in that years number one box office soundtrack.	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	14
28	had avoided dealing with, was not as honest as implied.	SC_RC	CRITICAL_7	The assertion that the savvy politician who the banker	15
28	had the red hat was talking to earlier.	RC_RC_an	3_RC_RC_an	The waiter who the customer who	16
28	had the unkempt hair had been talking to earlier.	RC_RC_an	1_RC_RC_an	The reporter who the professor who	17
28	had knocked over, was actually his neighbour.	SC_RC	CRITICAL_6	The realization that the angry bookseller who the thief	18
28	years ago.	filler	filler_16	Four score and seven	19
28	forgot to make his vote.	sub_ext_RC	2_sub_ext_RC	The voter who	20
28	was in charge of the park looked after the bears.	sub_ext_RC	4_sub_ext_RC	The ranger who	21
28	something he had been keeping from her.	filler	filler_12	Carl admitted to Larissa the he had	22
28	had arrested that morning, was cleared of all charges.	SC_RC	CRITICAL_3	The declaration that the alleged criminal who the officer	23
28	should be enjoyed by all.	filler	filler_5	Outdoor games and picnics	24
