condition	correct_answer	given_answer	item	rating	sentence	slide_number	workerid
filler	Y	Y	filler	2	The police officer will guard the crosswalk as the children pass by on the way to elementary school.	33	33
filler	NA	NA	filler	2	The scientist challenged the inventor about the drug who was claiming to have found a cure for cancer.	34	33
filler	Y	Y	filler	1	The board of directors announced that the business acquisition strategy was proceeding as planned.	35	33
2	NA	NA	14	2	The idea that the alleged criminal who the officer arrested after the murder was entirely bogus.	36	33
filler	NA	NA	filler	1	The parent called the teacher about the class who was giving bad grades to foreign students.	37	33
0	NA	NA	18	2	The admission that the violent extremist who the agent had just tracked down was going to get an award was disconcerting.	38	33
filler	N	N	filler	2	The delivery man left the package with two labels on the porch which were printed with an address.	39	33
0	NA	NA	2	3	The disclosure that the frightened child who the medic rescued from the flood was completely unharmed relieved everyone.	40	33
filler	Y	Y	filler	2	The man that drove the car that had the paint job that was peeling ran into a pedestrian.	41	33
0	NA	NA	17	2	The proof that the suspected mobster who the media portrayed in detail was on the run turned out to be true.	42	33
filler	NA	NA	filler	1	This morning, a manager stayed who is rarely in the office so the employees were very well behaved.	43	33
2	NA	NA	16	2	The news that the savvy politician who the banker gave thousands of dollars came as a shock to his supporters.	44	33
filler	NA	NA	filler	2	The sportscaster interviewed the captain about the team who was leading his team to the championship.	45	33
filler	Y	Y	filler	2	The lecturer spoke to the man in the classroom wearing a blue suit which had good seating and blackboards.	46	33
filler	NA	NA	filler	2	The policeman questioned the driver about the bus who was directing tourists to the restricted ruins.	47	33
filler	Y	Y	filler	2	Jonathan will buy the red sports car from the dealer as soon as he returns from his vacation in the Caribbean.	48	33
filler	NA	NA	filler	1	The publisher complimented the editors on the magazine.	49	33
filler	NA	NA	filler	4	The professor said that the student that the committee that was visiting picked would present at the conference.	50	33
filler	N	N	filler	2	Since when it storms, the grass gets wet, the landscaper can't cut the grass, the garden will be overgrown.	51	33
filler	Y	Y	filler	1	Because if when the baby is crying, the mother gets upset, the father will help, the grandmother can rest easily.	52	33
0	NA	NA	5	2	The evidence that the conservative senator who the diplomat opposed in the election won in the run-off really made him angry.	53	33
0	NA	NA	9	2	The suggestion that the old preacher who the parishioners fired yesterday stole money from the church proved to be true.	54	33
filler	Y	Y	filler	2	When my father lived in Australia, he would often go surfing along the coastal waters of Melbourne.	55	33
filler	NA	NA	filler	1	The reporter interviewed the actors about the movie.	56	33
filler	NA	NA	filler	2	The homeowner consulted the architect about the house who was worried about being behind schedule.	57	33
filler	NA	NA	filler	1	The neighbor approached the owner about the dog who was building a doghouse over the property line.	58	33
0	NA	NA	13	2	The suspicion that the famous surgeon who the patient accused of malpractice had a fake degree was not a surprise.	59	33
filler	NA	NA	filler	2	The chairman consulted the executive about the company who was playing golf at the country club.	60	33
filler	NA	NA	filler	2	The socialite praised the hostesses for the party which was held yesterday in a luxurious ballroom.	61	33
filler	NA	NA	filler	1	The student petitioned the professors regarding the course.	62	33
filler	N	N	filler	1	The two children walked slowly in front of their mother as they gradually approached the playground.	63	33
filler	NA	NA	filler	2	The salesman called the buyer about the rifle who was looking for antiques from the war.	64	33
filler	Y	Y	filler	2	The librarian delivered the books with many photographs to the building which depicted horses.	65	33
0	NA	NA	6	2	The reminder that the marathon runner who the psychiatrist treated for his illness was actually doping was ridiculous.	66	33
filler	N	N	filler	3	Harvard University recently purchased a large tract of land to be used as a new boathouse for the rowing team.	67	33
0	NA	NA	1	2	The story that the shady trader who the businessman consulted for advice acted on insider information was confirmed.	68	33
filler	NA	NA	filler	2	Yesterday, a patient complained who had missed his noon appointment so the doctor agreed to see him early tomorrow.	69	33
filler	NA	NA	filler	2	The critic complimented the director about the play who was asked to write the screenplay.	70	33
filler	NA	NA	filler	1	The counselor consoled the students about the competition.	71	33
2	NA	NA	19	1	The declaration that the marketing whiz who the artist had hired shocked everyone.	72	33
filler	NA	NA	filler	1	The agent approached the publicists about the photo-shoot.	73	33
filler	NA	NA	filler	2	The republican challenged the president about the nation who was elected by the left-wing opposition.	74	33
filler	NA	NA	filler	1	The principal criticized the instructors for the program.	7	34
filler	NA	NA	filler	3	The socialite praised the hostess about the party who was preparing a fresh batch of punch.	8	34
filler	N	N	filler	3	The florist sent the flowers on the table to the boy that were very expensive.	9	34
filler	NA	NA	filler	3	The critic complimented the director about the play who was asked to write the screenplay.	10	34
filler	N	N	filler	1	In 1945, Germany and Japan surrendered to the Allied forces, ending one of the bloodiest conflicts in history.	11	34
filler	N	N	filler	1	The delivery man left the package with two labels on the porch which were printed with an address.	12	34
filler	N	N	filler	2	The astronaut flew the spaceship with three tanks to the moon which were filled with fuel.	13	34
filler	NA	NA	filler	3	The salesman called the buyer about the rifle who was looking for antiques from the war.	14	34
filler	NA	NA	filler	4	The policeman questioned the driver about the bus who was directing tourists to the restricted ruins.	15	34
filler	NA	NA	filler	3	The colonel cautioned the commander about the platoon who was ordering the troops to continue fighting.	16	34
filler	NA	NA	filler	3	The student petitioned the instructor about the college who was writing a thesis on Philosophy.	17	34
2	NA	NA	14	2	The idea that the young violinist who the sponsors backed financially is likely true.	18	34
filler	Y	Y	filler	4	Because if when the baby is crying, the mother gets upset, the father will help, the grandmother can rest easily.	19	34
filler	NA	NA	filler	1	The counselor consoled the students about the competition.	20	34
filler	NA	NA	filler	1	The publisher complimented the editors on the magazine.	21	34
filler	Y	Y	filler	1	The board of directors announced that the business acquisition strategy was proceeding as planned.	22	34
2	NA	NA	0	2	The report that the famous surgeon who the patient accused of malpractice was not a surprise.	23	34
filler	NA	NA	filler	1	The reporter interviewed the actors about the movie.	24	34
0	NA	NA	15	4	The claim that the military commander who the president appointed last month was pushing for war troubled people.	25	34
filler	Y	Y	filler	5	When the boat on the shore Philip reached try to start the engine and escape from the soldiers he did.	26	34
filler	NA	NA	filler	2	The scientist challenged the inventor about the drug who was claiming to have found a cure for cancer.	27	34
0	NA	NA	19	4	The declaration that the savvy politician who the banker gave thousands of dollars was laundering money came as a shock to his supporters.	28	34
0	NA	NA	8	3	The thought that the marathon runner who the psychiatrist treated for his illness was actually doping was ridiculous.	29	34
2	NA	NA	3	2	The confirmation that the violent extremist who the agent had just tracked down was disconcerting.	30	34
filler	Y	Y	filler	2	The lecturer spoke to the man in the classroom wearing a blue suit which had good seating and blackboards.	31	34
filler	NA	NA	filler	2	The sportscaster interviewed the captain about the team who was leading his team to the championship.	32	34
