workerid	completion	condition	item	sentence1	slide_number
737	20	Dachs sehe, raste ich aus.	filler	filler_3	Wenn ich jemals noch einen	18
738	20	alle auslachen, spielt furchtbar.	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	31
739	20	in Heidelberg forscht, ein Interview gab, ist spurlos verschwunden.	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	20
740	21	etwas jähzornig war, grundlos angeschrien hatte, kündigte letztendlich seinen Job.	RC_RC_an	3_RC_RC_an	Der Kellner, den der Kunde, der	38
741	21	alle Tiere liebten, war auch gut mit den Menschen.	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	39
742	21	immer am Bahnhof singt, selbst geschrieben hatte, kam bei den Passanten am besten an.	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	34
743	21	im Internet gefunden hatte, überhaupt keine Qualifikationen im Bereich der Augen-Ops hatte, sich schließlich auch bestätigte.	SC_RC	EMBEDDED_7	Klaus hat erzählt, dass die Befürchtung, dass der Chirurg, den der Patient	7
744	21	bestohlen hatte, alle Bücher zunächst selbst ersetzen muss, nun doch rückgängig gemacht wurde.	SC_RC	EMBEDDED_5	Vorher erfuhr Angela, dass die Anordnung, dass der Buchhändler, den der Dieb	37
745	21	zusammen für die Theorieprüfung zu lernen.	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	40
746	21	ein Raubüberfall.	filler	filler_14	Alle 20 Minuten passiert in Deutschland	26
747	21	im Haus nebenan wohnte, per Post nach Amerika schicken wollte, ging leider verloren.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	8
748	21	ihr zum Geburtstag zu gratulieren.	filler	filler_40	Der alte Mann rief seine Schwester an, um	25
749	21	alle Mandaten mochten, ging erst mit 70 in Rente.	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	16
750	21	Lebensmittelverschwendung und kochte oft mit den Überbleibseln.	filler	filler	Annabelle war generell gegen	6
751	21	der Regen noch stärker wurde.	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	21
752	21	beim Ministerium angeschwärzt hatte, Schulgelder veruntreute, tatsächlich der Wahrheit entsprach.	SC_RC	EMBEDDED_6	Ich denke nicht, dass die Vermutung, dass der Schulleiter, den der Lehrer	17
753	21	im Swingerclub gesehen hatte, seine Sachen packen soll, eine Märchengeschichte ist.	SC_RC	EMBEDDED_2	Ich habe gehört, dass die Aufforderung, dass der Pfarrer, den das Gemeindemitglied	35
754	21	ganzen Tag mit Goethe verbringen könnte, würde ich ihn fragen, warum sein Faust so viel schlechter als Marlowes Doctor Faustus ist.	filler	filler_3	Wenn ich jemals noch einen	10
755	21	alle für inkompetent hielten, schoss letztendlich das entscheidende Tor.	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	11
756	21	gerade sein bestes Werk vollendet hatte, wegen eines Interviews kontaktierte, war leider nicht interessiert.	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	36
757	21	in grellen Farben für ihre letzte Vernissage abgelichtet hatte, sich als schwul herausstellte, nicht sonderlich überraschend war.	SC_RC	EMBEDDED_1	Gestern sagte Norbert, dass die Entdeckung, dass der Marketingspezialist, den die Künstlerin	9
758	21	beim letzten Konzert gesehen hatte, sein Instrument immer zu laut übe, wirklich bescheuert ist.  Annmerkung: Diese Sätze machen sehr wenig Sinn und sind absolut undeutsch.	SC_RC	EMBEDDED_3	Ibrahim hat gemeint, dass die Klage, dass der Nachbar, den der Mann	29
759	21	*viel Lärm  das Konzert vorbei war.	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	20
760	21	in seinem Erbe bedacht hatte, das meiste Geld in Bars verprasste, wieder einmal zeigt, wie problematisch geschenktes Geld ist.	SC_RC	EMBEDDED_9	Luigi hat gedacht, dass die Erkenntnis, dass der Unternehmer, den der Wohltäter	22
761	21	*, als  hörte, dass es heute Nudeln mit Soße gibt.	filler	filler_29	Sie trommelte mit den Fingern auf den Tisch als sie	28
762	21	entschied er sich schließlich doch dafür, Medizin zu studieren.	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	5
763	21	heute seinen ersten Tag hatte, schon von Anfang an nicht leiden konnte, verlor heute den Fall.	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	24
764	21	dem dicken Fellmantel.	filler	filler_35	Der Holzfäller schwitzte unter	23
765	21	gab es noch Prinzen und Prinzessinnen in Deutschland.	filler	filler_16	Vor langer Zeit	41
766	21	selbst ausgewählt hatte, ins Exil gehen sollte, vom Kommandanten selbst ausging.	SC_RC	EMBEDDED_0	Niemand denkt wirklich, dass die Entscheidung, dass der Kommandant, den der Präsident	14
767	21	heute wieder etwas schusselig war, irgendwo verlegt hatte, tauchte schließlich in der Spülmaschine wieder auf.	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	15
768	21	gestern vom Pferd fiel, hat zum Glück keine schweren Verletzungen erlitten.	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	33
769	21	sie eigentlich nicht mehr liebte.	filler	filler_12	Karl gab gegenüber Larissa zu, dass er	30
770	21	sind tolle Freizeitaktivitäten im Sommer.	filler	filler_5	Spiele und Picknicks im Freien	18
771	21	für nicht zurechnungsfähig hielt, bei seinem letzten Marathon auf Drogen war, sich schließlich auch bestätigte.	SC_RC	EMBEDDED_11	Peter sagte mir, dass die Mutmaßung, dass der Marathonläufer, den der Psychiater	19
772	21	sofort damit aufhörst, kann ich für nichts mehr garantieren!	filler	filler_6	Wenn du nicht	13
773	21	plötzlich daran, dass er gestern Abend den Müll herausbringen wollte, es aber komplett vergessen hatte.	filler	filler	Als Frank aufwachte, erinnerte er sich	4
774	21	übergangen hatte, genau deswegen so gut beim letzten Konzert spielte, sicherlich falsch sei.	SC_RC	EMBEDDED_8	Hans hat behauptet, dass die Überzeugung, dass der Geigenspieler, den die Sponsoren	27
775	21	bei der Polizei angezeigt hatte, tatsächlich in sie verliebt war, wieder zeigt, wie unglaublich romantisch ich bin.	SC_RC	EMBEDDED_10	Lisa hat gesagt, dass die Annahme, dass der Betrüger, den die Frau	32
776	21	überführt hatte, spurlos verschwand, sicherlich nicht der Wahrheit entsprach.	SC_RC	EMBEDDED_4	Die Leute glauben, dass der Bericht, dass der Mafioso, den der Journalist	42
777	21	gerne allein in seinem Hochstand sitzt, ging auch heute wieder eine Stunde früher zur Arbeit.	sub_ext_RC	4_sub_ext_RC	Der Förster, der	31
778	21	nicht wusste, für wen er wählen sollte, entschied sich schließlich doch wieder für die Piraten-Partei.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	12
779	22	für seine herausragenden Leistungen zum Ehrenbürger ernannt hatte, als der Beste seines Faches gelten musste, mit Fug und Recht bestand.	SC_RC	EMBEDDED_7	Hans hat behauptet, dass die Auffassung, dass der Wissenschaftler, den der Bürgermeister	42
780	22	für seinen Hass auf Stifte bekannt war, bei der Behandlung erblickte, machte diesen rasend und führte fast dazu, dass er in den falschen Zahn bohrte.	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	38
781	22	morgen sein großes Rennen hatte, wurde zunehmend nervös.	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	41
782	22	ins Klassenzimmer gerufen hatte, nächstes mal pünktlich kommen sollte - trotz seiner Position - absolut legitim sei.	SC_RC	EMBEDDED_2	Klaus hat erzählt, dass die Aufforderung, dass der Schulleiter, den der Lehrer	30
783	22	auf frischer Tat ertappt hatte, das Verbrechen auch wirklich begangen hat, eigentlich eindeutig sei.	SC_RC	EMBEDDED_1	Luigi hat gedacht, dass der Beleg, dass der Betrüger, den die Frau	21
784	22	ihr sein Testament mitzuteilen.	filler	filler_40	Der alte Mann rief seine Schwester an, um	40
785	22	die Sonne unterging.	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	39
786	22	auf Musik der frühen Neuzeit sepzialisiert war, zum Besten gab, erfreute das gesamte Publikum.	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	20
787	22	wir uns im neuen Wohnort ausgesucht hatten, war äußerst kompetent.	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	12
788	22	Haarausfall hatte.	filler	filler_12	Karl gab gegenüber Larissa zu, dass er	19
789	22	nicht mehr wählt, hat die Wahl, nicht mehr zu wählen und wird so zum Nichtwähler.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	29
790	22	muss es sehr viele Mittelaltermärkte gegeben haben.	filler	filler_16	Vor langer Zeit	10
791	22	in der Vorstellung mit Wasser bespuckt hatte, bei dieser zu weinen begann, unberechtigt war.	SC_RC	EMBEDDED_0	Ich habe gehört, dass die Kritik, dass der Junge, den der Clown	11
792	22	zu trinken.	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	13
793	22	der Busfahrer auf Klassikradio umgestellt hatte.	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	32
794	22	hörten, dass der Lehrer eintrat.	filler	filler_29	Sie trommelte mit den Fingern auf den Tisch als sie	14
795	22	wir für diesen Fall engagiert hatten, wusste uns gut zu verteidigen.	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	15
796	22	im Gespräch angebrüllt hatte, der Situation angemessen gehandelt hat, absolut folgerichtig ist.	SC_RC	EMBEDDED_9	Lisa hat gesagt, dass die Erkenntnis, dass der Büroangestellte, den der Kunde	25
797	22	sind die Lieblingsbeschäftigung von Familie Meier, sobald es warm wird.	filler	filler_5	Spiele und Picknicks im Freien	26
798	22	zu Hilfe gerufen hatte, noch rechtzeitig eintreffen würde, sich glücklicherweise bestätigte.	SC_RC	EMBEDDED_11	Peter sagte mir, dass die Überzeugung, dass der Lebensretter, den der Schwimmer	18
799	22	erhoffte er sich, sein Studium in besonders kurzer Zeit abschließen zu können.	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	5
800	22	als seinen alten Mitschüler wiedererkannt hatte, sich in der Situation professionell verhalten hat, der Wahrheit entsprach.	SC_RC	EMBEDDED_6	Ibrahim hat gemeint, dass die Feststellung, dass der Chirurg, den der Patient	33
801	22	seinen Wald nicht pflegt, hat den Beruf verfehlt.	sub_ext_RC	4_sub_ext_RC	Der Förster, der	34
802	22	alle liebten, stellte sich als Betrüger heraus.	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	22
803	22	für seine ausufernden Schachtelsätze bekannt war, die sich über ganze Seiten zogen und immer neue sprachliche Serpentinen bildeten, beim Verlag abgab, wurde am Ende schließlich aufgrund der ausufdernden Satzketten abgelehnt.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	23
804	22	der brütenden Mittagssonne, vollendete sein Tagwerk aber dennoch mannhaft.	filler	filler_35	Der Holzfäller schwitzte unter	24
805	22	für diesen Auftrag organisiert hatte, dieser Aufgabe gewachsen war, zu Unrecht angestellt wurde.	SC_RC	EMBEDDED_8	Niemand denkt wirklich, dass die Mutmaßung, dass der Händler, den der Unternehmer	37
806	22	willst, mach ich es.	filler	filler_6	Wenn du nicht	31
807	22	an einen lebhaften Traum.	filler	filler	Als Frank aufwachte, erinnerte er sich	4
808	22	beim Durchforsten der Mülltonnen auf frischer Tat ertappt hatte, bisweilen durch unangenehmen Geruch auffiel, absolut der Wahrheit entsprach - wie sich nun zeigte.	SC_RC	EMBEDDED_4	Gestern sagte Norbert, dass der Bericht, dass der Nachbar, den der Mann	28
809	22	für seine harten Urteile bekannt war, im Gericht zurecht- und seine Klage abgewiesen hatte, überlegte ernsthaft, ob er den richtigen Berufsweg eingeschlagen hatte.	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	27
810	22	Hund haben sollte, wäre es in jedem Fall ein Irish Setter.	filler	filler_3	Wenn ich jemals noch einen	7
811	22	gut kannte, dieser zuzwinkerte, in diesem Fall nicht unverdächtig war und für die internationalen Beziehungen hochproblematisch sein könnte.	SC_RC	EMBEDDED_3	Die Leute glauben, dass das Zeichen, dass der Abgeordnete, den die Diplomatin	35
812	22	für seine Trunksucht berüchtigt war, im Interview sturzbetrunken angepöbelt hatte, reagierte erstaunlich gelassen.	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	36
813	22	letzte Woche höchst verärgert hatte, dem keine Konsequenzen folgen lassen wird, eine Berechtigung hat.	SC_RC	EMBEDDED_5	Ich denke nicht, dass der Zweifel, dass der Chef, den der Angestellte	9
814	22	ausfindig gemacht hatte, Anschlagspläne ausgearbeitet hatte, gottlob unbegründet war.	SC_RC	EMBEDDED_10	Vorher erfuhr Angela, dass die Befürchtung, dass der Extremist, den der Agent	16
815	22	etwas, was in England nur alle 40 Minuten passiert.	filler	filler_14	Alle 20 Minuten passiert in Deutschland	17
816	22	in diesem Lokal Stammgast war, an den Tisch bestellte, hatte heute seinen ersten Tag.	RC_RC_an	3_RC_RC_an	Der Kellner, den der Kunde, der	8
817	23	man immer wieder in der Zeitung sieht, hat gekündigt.	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	27
818	23	schon an vielen Parties war, kennt die Gefahren an den Feiern.	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	26
819	23	ein Unglück.	filler	filler_14	Alle 20 Minuten passiert in Deutschland	25
820	23	mit Geld versorgt, keinen Anspruch auf dieses Geld hätte, einer Verschwörungstheorie gleicht.	SC_RC	EMBEDDED_9	Gestern sagte Norbert, dass die Mutmaßung, dass der Politiker, den der Banker	28
821	23	immer so viele Extrawünsche hat, beschimpft, hat die Nase voll.	RC_RC_an	3_RC_RC_an	Der Kellner, den der Kunde, der	15
822	23	noch sehr unerfahren ist, geschrieben hat, wurde heute zum ersten Mal gelesen.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	29
823	23	weiteren Mojito trinke, soll es der letzte sein.	filler	filler_3	Wenn ich jemals noch einen	38
824	23	Impfungen.	filler	filler	Annabelle war generell gegen	5
825	23	an ein peinliches Kindheitserlebnis.	filler	filler	Als Frank aufwachte, erinnerte er sich	6
826	23	klar war, dass er zu spät zum Konzert erscheinen werde.	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	33
827	23	es zu regnen begann.	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	7
828	23	kritisiert hatte, entlassen werden solle, nicht gut aufgenommen worden sei.	SC_RC	EMBEDDED_1	Ich habe gehört, dass die Entscheidung, dass der Büroangestellte, den der Kunde	39
829	23	lebte man noch in Höhlen.	filler	filler_16	Vor langer Zeit	18
830	23	seinen dicken Kleidern.	filler	filler_35	Der Holzfäller schwitzte unter	36
831	23	für untauglich erklärt hatte, somit nicht am Rennen teilnehmen dürfe, ungerecht sei.	SC_RC	EMBEDDED_7	Luigi hat gedacht, dass die Ansicht, dass der Marathonläufer, den der Psychiater	37
832	23	immer an alle Fake-News glauben würdest, könnten wir auch ein normales Gespräch führen.	filler	filler_6	Wenn du nicht	11
833	23	um eine Fahrt gebeten hatte, ein verkleideter Star war, völlig offensichtlich wäre.	SC_RC	EMBEDDED_6	Ibrahim hat gemeint, dass die Tatsache, dass der Taxifahrer, den der Tourist	12
834	23	Gefühle für sie habe.	filler	filler_12	Karl gab gegenüber Larissa zu, dass er	40
835	23	stark kritisiert hatte, die Kritik auch verdient habe, nicht gerechtfertigt sei.	SC_RC	EMBEDDED_8	Lisa hat gesagt, dass die Befürchtung, dass der Unternehmer, den der Wohltäter	41
836	23	vor Gericht verteidigt, eigentlich ein ehemaliger Star sei, weit verbreitet ist.	SC_RC	EMBEDDED_11	Vorher erfuhr Angela, dass die Überzeugung, dass der Bildhauer, den die Anwältin	16
837	23	sind ein Plausch für die ganze Familie.	filler	filler_5	Spiele und Picknicks im Freien	17
838	23	begann er ein Studium.	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	4
839	23	nicht schreiben konnte, seiner Assistentin gab, war blau.	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	32
840	23	langsam ungeduldig wurde.	filler	filler_29	Sie trommelte mit den Fingern auf den Tisch als sie	19
841	23	seit seiner Kindheit bewundert, eigentlich gar nicht schauspielern könne, gute Argumente liefert.	SC_RC	EMBEDDED_4	Niemand denkt wirklich, dass die Kritik, dass der Schauspieler, den der Star	20
842	23	kurz zuvor noch gesehen hatte, ein Massenmörder sei, eine falsche Beschuldigung ist.	SC_RC	EMBEDDED_10	Die Leute glauben, dass die Vermutung, dass der Nachbar, den der Mann	8
843	23	schon viele Auftritte hinter sich hat, gesungen hat, ist eine der zehn berühmtesten Balladen überhaupt.	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	9
844	23	immer so viel Zeit im Wald verbringt, ist schon seit über zehn Jahre in seinem Beruf tätig.	sub_ext_RC	4_sub_ext_RC	Der Förster, der	10
845	23	sie um Hilfe zu beten.	filler	filler_40	Der alte Mann rief seine Schwester an, um	24
846	23	Bilderbücher anzuschauen.	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	30
847	23	als ein Sadist beschuldigte, auch würklich einer sei, viel zu spät an die Öffentlichkeit gelang.	SC_RC	EMBEDDED_2	Klaus hat erzählt, dass der Bericht, dass der Chirurg, den der Patient	31
848	23	beklaut hat, mit dem Dieb unter einer Decke stecke, auf der Wahrheit basiert.	SC_RC	EMBEDDED_5	Ich denke nicht, dass die Klage, dass der Buchhändler, den der Dieb	14
849	23	an Harvard Unterrichtet, wiedererkannt hat, heisst Paul.	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	13
850	23	ich gestern gesehen habe, hat heute eine rote Karte bekommen.	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	21
851	23	schon viele solche Fälle hinter sich hat, in seine Schranken wies, war überrascht.	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	22
852	23	in seinen Artikeln veredelt, immer macht, geheim sei.	SC_RC	EMBEDDED_3	Hans hat behauptet, dass das Zeichen, dass der Mafioso, den der Journalist	23
853	23	ich jeden Tag sehe, hat meine Katze gerettet.	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	42
854	23	sehr beliebt ist, hat eine Fehlentscheidung getroffen.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	34
855	23	mit Geld versorgten, nur klassische Lieder spielen sollte, nicht gerecht sei.	SC_RC	EMBEDDED_0	Peter sagte mir, dass die Aufforderung, dass der Geigenspieler, den die Sponsoren	35
856	24	von den anstehenden Prüfungen hörte.	filler	filler_29	Sie trommelte mit den Fingern auf den Tisch als sie	28
857	24	gestern nach Hause geschickt hatte, geweint hatte, falsch war.	SC_RC	EMBEDDED_7	Ich habe gehört, dass die Erkenntnis, dass der Büroangestellte, den der Kunde	9
858	24	gestern interviewt wurde, wählte die CDU.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	27
859	24	mir zugewiesen wurde, mir zuschickte, ist schwarz.	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	29
860	24	konnte sich der Gärtner ein wenig entspannen und musste keine extra Schichten übernehmen, um das Studium seines Sohnes zu bezahlen.	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	6
861	24	wir gestern im PArk gesehen haben, spielt in der Nationalmannschaft.	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	7
862	24	über 500kg wiegt.	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	18
863	24	interviewte, abgeschoben werden sollte, noch nicht sicher ist.	SC_RC	EMBEDDED_5	Peter sagte mir, dass die Entscheidung, dass der Mafioso, den der Journalist	26
864	24	für den Verlag arbeitet, einreichte, ist gut.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	41
865	24	bin ich in die Schule gegangen.	filler	filler_16	Vor langer Zeit	42
866	24	sie etwas aßen.	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	34
